,qtd_filhos,tipo_renda,educacao,estado_civil,tipo_residencia,idade,tempo_emprego,possui_celular,possui_fone_comercial,possui_fone,possui_email,qt_pessoas_residencia,mau,sexo_M,posse_de_veiculo_Y,posse_de_imovel_Y
64,0,Working,Secondary / secondary special,Married,House / apartment,51.85205479452055,17.194520547945206,1,1,1,0,2.0,False,True,False,True
65,0,Working,Secondary / secondary special,Married,House / apartment,51.85205479452055,17.194520547945206,1,1,1,0,2.0,False,True,False,True
66,0,Working,Secondary / secondary special,Married,House / apartment,51.85205479452055,17.194520547945206,1,1,1,0,2.0,False,True,False,True
67,0,Working,Secondary / secondary special,Married,House / apartment,51.85205479452055,17.194520547945206,1,1,1,0,2.0,False,True,False,True
68,0,Working,Secondary / secondary special,Married,House / apartment,51.85205479452055,17.194520547945206,1,1,1,0,2.0,False,True,False,True
69,2,State servant,Higher education,Married,House / apartment,42.31232876712329,8.526027397260274,1,0,0,1,4.0,False,False,False,True
70,2,State servant,Higher education,Married,House / apartment,42.31232876712329,8.526027397260274,1,0,0,1,4.0,False,False,False,True
71,2,State servant,Higher education,Married,House / apartment,42.31232876712329,8.526027397260274,1,0,0,1,4.0,False,False,False,True
72,2,State servant,Higher education,Married,House / apartment,42.31232876712329,8.526027397260274,1,0,0,1,4.0,False,False,False,True
73,2,State servant,Higher education,Married,House / apartment,42.31232876712329,8.526027397260274,1,0,0,1,4.0,False,False,False,True
74,2,State servant,Higher education,Married,House / apartment,42.31232876712329,8.526027397260274,1,0,0,1,4.0,False,False,False,True
75,2,State servant,Higher education,Married,House / apartment,42.31232876712329,8.526027397260274,1,0,0,1,4.0,False,False,False,True
76,0,Commercial associate,Secondary / secondary special,Married,House / apartment,54.41369863013698,29.70684931506849,1,0,0,1,2.0,False,False,True,True
77,0,Pensioner,Incomplete higher,Civil marriage,Rented apartment,51.18356164383562,-1000.6657534246576,1,0,0,0,2.0,False,False,False,False
78,2,Working,Higher education,Married,House / apartment,30.12876712328767,6.271232876712329,1,0,0,1,4.0,False,False,False,True
79,2,Working,Higher education,Married,House / apartment,30.12876712328767,6.271232876712329,1,0,0,1,4.0,False,False,False,True
80,2,Working,Higher education,Married,House / apartment,30.12876712328767,6.271232876712329,1,0,0,1,4.0,False,False,False,True
81,2,Working,Higher education,Married,House / apartment,30.12876712328767,6.271232876712329,1,0,0,1,4.0,False,False,False,True
82,2,Working,Higher education,Married,House / apartment,30.12876712328767,6.271232876712329,1,0,0,1,4.0,False,False,False,True
83,0,Working,Secondary / secondary special,Single / not married,House / apartment,24.27671232876712,2.4356164383561643,1,1,0,0,1.0,False,True,False,True
84,0,Working,Secondary / secondary special,Civil marriage,House / apartment,28.63013698630137,5.69041095890411,1,0,0,0,2.0,False,True,True,True
85,0,Working,Secondary / secondary special,Civil marriage,House / apartment,28.63013698630137,5.69041095890411,1,0,0,0,2.0,False,True,True,True
86,0,Working,Secondary / secondary special,Civil marriage,House / apartment,28.63013698630137,5.69041095890411,1,0,0,0,2.0,False,True,True,True
87,0,Commercial associate,Incomplete higher,Civil marriage,Municipal apartment,28.12054794520548,8.693150684931506,1,0,1,1,2.0,False,False,True,True
88,1,State servant,Higher education,Married,House / apartment,48.56438356164384,1.9397260273972603,1,0,1,1,3.0,False,False,True,True
89,1,Working,Secondary / secondary special,Married,With parents,38.69041095890411,3.5232876712328767,1,0,0,0,3.0,False,True,False,True
90,0,Working,Higher education,Civil marriage,House / apartment,27.572602739726022,8.693150684931506,1,0,0,1,2.0,False,False,False,True
91,0,Working,Secondary / secondary special,Married,House / apartment,56.24931506849315,15.6986301369863,1,0,0,0,2.0,False,True,False,True
92,2,Commercial associate,Higher education,Married,House / apartment,40.35616438356164,8.189041095890412,1,0,0,0,4.0,False,True,True,False
93,2,Commercial associate,Higher education,Married,House / apartment,40.35616438356164,8.189041095890412,1,0,0,0,4.0,False,True,True,False
94,1,Commercial associate,Secondary / secondary special,Married,House / apartment,37.47671232876712,12.03013698630137,1,0,0,1,3.0,False,False,False,True
95,0,Working,Higher education,Separated,House / apartment,36.35890410958904,1.5205479452054795,1,0,0,0,1.0,False,False,False,True
96,2,Working,Secondary / secondary special,Married,With parents,35.23013698630137,11.112328767123287,1,0,1,0,4.0,False,True,True,True
97,2,Working,Secondary / secondary special,Married,With parents,35.23013698630137,11.112328767123287,1,0,1,0,4.0,False,True,True,True
98,0,Commercial associate,Higher education,Separated,With parents,43.11506849315069,1.1835616438356165,1,0,0,0,1.0,False,False,False,False
99,0,Commercial associate,Higher education,Separated,With parents,43.11506849315069,1.1835616438356165,1,0,0,0,1.0,False,False,False,False
100,0,Commercial associate,Higher education,Separated,With parents,43.11506849315069,1.1835616438356165,1,0,0,0,1.0,False,False,False,False
101,0,Commercial associate,Higher education,Separated,With parents,43.11506849315069,1.1835616438356165,1,0,0,0,1.0,False,False,False,False
102,0,Commercial associate,Higher education,Separated,With parents,43.11506849315069,1.1835616438356165,1,0,0,0,1.0,False,False,False,False
103,0,Commercial associate,Higher education,Separated,With parents,43.11506849315069,1.1835616438356165,1,0,0,0,1.0,False,False,False,False
104,0,Commercial associate,Higher education,Separated,With parents,43.11506849315069,1.1835616438356165,1,0,0,0,1.0,False,False,False,False
105,0,Commercial associate,Higher education,Separated,With parents,43.11506849315069,1.1835616438356165,1,0,0,0,1.0,False,False,False,False
106,0,Commercial associate,Higher education,Separated,With parents,43.11506849315069,1.1835616438356165,1,0,0,0,1.0,False,False,False,False
107,0,Pensioner,Secondary / secondary special,Widow,House / apartment,59.37808219178082,-1000.6657534246576,1,0,0,0,1.0,False,True,False,True
108,0,Working,Secondary / secondary special,Civil marriage,House / apartment,26.457534246575342,4.273972602739726,1,1,1,0,2.0,False,False,False,False
109,0,Working,Higher education,Married,House / apartment,43.35616438356164,10.191780821917808,1,1,1,0,2.0,False,True,True,False
110,0,Working,Higher education,Married,House / apartment,43.35616438356164,10.191780821917808,1,1,1,0,2.0,False,True,True,False
111,0,Working,Secondary / secondary special,Married,House / apartment,53.63013698630137,7.947945205479452,1,0,0,0,2.0,False,False,False,False
112,0,Working,Secondary / secondary special,Married,House / apartment,53.63013698630137,7.947945205479452,1,0,0,0,2.0,False,False,False,False
113,0,Working,Secondary / secondary special,Married,House / apartment,53.63013698630137,7.947945205479452,1,0,0,0,2.0,False,False,False,False
114,0,Working,Secondary / secondary special,Married,House / apartment,53.63013698630137,7.947945205479452,1,0,0,0,2.0,False,False,False,False
115,0,Working,Secondary / secondary special,Married,House / apartment,53.63013698630137,7.947945205479452,1,0,0,0,2.0,False,False,False,False
116,0,Working,Secondary / secondary special,Married,House / apartment,53.63013698630137,7.947945205479452,1,0,0,0,2.0,False,False,False,False
117,0,Working,Secondary / secondary special,Married,House / apartment,53.63013698630137,7.947945205479452,1,0,0,0,2.0,False,False,False,False
118,0,Working,Secondary / secondary special,Married,House / apartment,53.63013698630137,7.947945205479452,1,0,0,0,2.0,False,False,False,False
119,0,Working,Secondary / secondary special,Married,House / apartment,35.38356164383562,8.695890410958905,1,0,1,0,2.0,False,False,False,False
120,0,Working,Secondary / secondary special,Married,House / apartment,35.38356164383562,8.695890410958905,1,0,1,0,2.0,False,False,False,False
121,0,Working,Secondary / secondary special,Married,House / apartment,35.38356164383562,8.695890410958905,1,0,1,0,2.0,False,False,False,False
122,0,Pensioner,Secondary / secondary special,Married,House / apartment,62.67671232876712,-1000.6657534246576,1,0,1,1,2.0,False,False,True,False
123,0,Working,Incomplete higher,Married,Co-op apartment,50.2054794520548,3.441095890410959,1,0,0,0,2.0,False,True,True,False
124,0,Working,Incomplete higher,Married,Co-op apartment,50.2054794520548,3.441095890410959,1,0,0,0,2.0,False,True,True,False
125,0,Working,Incomplete higher,Married,Co-op apartment,50.2054794520548,3.441095890410959,1,0,0,0,2.0,False,True,True,False
126,0,Working,Incomplete higher,Married,Co-op apartment,50.2054794520548,3.441095890410959,1,0,0,0,2.0,False,True,True,False
127,0,Working,Incomplete higher,Married,Co-op apartment,50.2054794520548,3.441095890410959,1,0,0,0,2.0,False,True,True,False
128,0,Working,Incomplete higher,Married,Co-op apartment,50.2054794520548,3.441095890410959,1,0,0,0,2.0,False,True,True,False
129,0,Working,Higher education,Married,House / apartment,48.14520547945205,15.868493150684932,1,1,1,0,2.0,False,False,False,False
130,0,Working,Higher education,Married,House / apartment,48.14520547945205,15.868493150684932,1,1,1,0,2.0,False,False,False,False
131,0,Working,Higher education,Married,House / apartment,48.14520547945205,15.868493150684932,1,1,1,0,2.0,False,False,False,False
132,0,State servant,Secondary / secondary special,Married,House / apartment,57.40547945205479,23.791780821917808,1,1,1,0,2.0,False,False,False,False
133,0,State servant,Secondary / secondary special,Married,House / apartment,57.40547945205479,23.791780821917808,1,1,1,0,2.0,False,False,False,False
134,0,State servant,Secondary / secondary special,Married,House / apartment,57.40547945205479,23.791780821917808,1,1,1,0,2.0,False,False,False,False
135,0,Working,Higher education,Married,House / apartment,33.78904109589041,2.356164383561644,1,1,1,0,2.0,False,False,False,False
136,0,Working,Secondary / secondary special,Married,House / apartment,40.18356164383562,2.186301369863014,1,1,0,0,2.0,False,False,True,False
137,0,Working,Secondary / secondary special,Married,House / apartment,40.18356164383562,2.186301369863014,1,1,0,0,2.0,False,False,True,False
138,0,Working,Secondary / secondary special,Married,House / apartment,40.18356164383562,2.186301369863014,1,1,0,0,2.0,False,False,True,False
139,0,Working,Secondary / secondary special,Married,House / apartment,40.18356164383562,2.186301369863014,1,1,0,0,2.0,False,False,True,False
140,0,Working,Secondary / secondary special,Married,House / apartment,40.18356164383562,2.186301369863014,1,1,0,0,2.0,False,False,True,False
141,0,Working,Secondary / secondary special,Married,House / apartment,40.18356164383562,2.186301369863014,1,1,0,0,2.0,False,False,True,False
142,0,Working,Secondary / secondary special,Married,House / apartment,40.18356164383562,2.186301369863014,1,1,0,0,2.0,False,False,True,False
143,0,Working,Secondary / secondary special,Married,House / apartment,40.18356164383562,2.186301369863014,1,1,0,0,2.0,False,False,True,False
144,0,Working,Incomplete higher,Married,With parents,29.07123287671233,2.6904109589041094,1,0,1,0,2.0,False,True,True,False
145,0,Working,Higher education,Separated,Municipal apartment,52.27945205479452,14.364383561643836,1,0,1,0,1.0,False,False,False,False
146,0,Commercial associate,Secondary / secondary special,Married,House / apartment,38.90684931506849,5.86027397260274,1,0,1,0,2.0,False,False,False,False
147,1,Working,Secondary / secondary special,Married,House / apartment,27.27945205479452,2.5232876712328767,1,1,0,0,3.0,False,True,True,False
148,1,Working,Secondary / secondary special,Married,House / apartment,27.27945205479452,2.5232876712328767,1,1,0,0,3.0,False,True,True,False
149,0,Working,Secondary / secondary special,Single / not married,House / apartment,43.75342465753425,24.621917808219177,1,0,0,0,1.0,False,False,False,False
150,0,State servant,Higher education,Married,With parents,28.126027397260277,4.526027397260274,1,1,1,0,2.0,False,True,True,False
151,0,State servant,Higher education,Married,With parents,28.126027397260277,4.526027397260274,1,1,1,0,2.0,False,True,True,False
152,0,State servant,Higher education,Married,With parents,28.126027397260277,4.526027397260274,1,1,1,0,2.0,False,True,True,False
153,0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,40.49589041095891,6.693150684931507,1,0,1,0,2.0,False,True,False,False
154,0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,40.49589041095891,6.693150684931507,1,0,1,0,2.0,False,True,False,False
155,0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,40.49589041095891,6.693150684931507,1,0,1,0,2.0,False,True,False,False
156,0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,40.49589041095891,6.693150684931507,1,0,1,0,2.0,False,True,False,False
157,0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,40.49589041095891,6.693150684931507,1,0,1,0,2.0,False,True,False,False
158,0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,40.49589041095891,6.693150684931507,1,0,1,0,2.0,False,True,False,False
159,0,Working,Secondary / secondary special,Civil marriage,House / apartment,41.47945205479452,13.194520547945206,1,0,1,0,2.0,False,False,False,False
160,0,Working,Secondary / secondary special,Civil marriage,House / apartment,41.47945205479452,13.194520547945206,1,0,1,0,2.0,False,False,False,False
161,0,Working,Secondary / secondary special,Civil marriage,House / apartment,41.47945205479452,13.194520547945206,1,0,1,0,2.0,False,False,False,False
162,0,Working,Secondary / secondary special,Civil marriage,House / apartment,41.47945205479452,13.194520547945206,1,0,1,0,2.0,False,False,False,False
163,0,Working,Secondary / secondary special,Civil marriage,House / apartment,41.47945205479452,13.194520547945206,1,0,1,0,2.0,False,False,False,False
164,0,Working,Secondary / secondary special,Civil marriage,House / apartment,41.47945205479452,13.194520547945206,1,0,1,0,2.0,False,False,False,False
165,0,Working,Secondary / secondary special,Civil marriage,House / apartment,41.47945205479452,13.194520547945206,1,0,1,0,2.0,False,False,False,False
166,0,Working,Secondary / secondary special,Civil marriage,House / apartment,41.47945205479452,13.194520547945206,1,0,1,0,2.0,False,False,False,False
167,0,Working,Secondary / secondary special,Civil marriage,House / apartment,41.47945205479452,13.194520547945206,1,0,1,0,2.0,False,False,False,False
168,0,Pensioner,Secondary / secondary special,Married,House / apartment,57.64657534246575,-1000.6657534246576,1,0,1,0,2.0,False,False,False,False
169,0,Working,Secondary / secondary special,Single / not married,Municipal apartment,44.106849315068494,5.112328767123287,1,0,1,0,1.0,False,False,False,False
170,0,Pensioner,Secondary / secondary special,Widow,House / apartment,60.44109589041096,-1000.6657534246576,1,0,0,0,1.0,False,False,False,False
171,0,Pensioner,Secondary / secondary special,Widow,House / apartment,60.44109589041096,-1000.6657534246576,1,0,0,0,1.0,False,False,False,False
172,0,Pensioner,Secondary / secondary special,Married,House / apartment,55.17808219178082,-1000.6657534246576,1,0,1,1,2.0,False,False,True,False
173,0,Pensioner,Secondary / secondary special,Married,House / apartment,55.17808219178082,-1000.6657534246576,1,0,1,1,2.0,False,False,True,False
174,0,Pensioner,Secondary / secondary special,Married,House / apartment,55.17808219178082,-1000.6657534246576,1,0,1,1,2.0,False,False,True,False
175,0,Pensioner,Secondary / secondary special,Married,House / apartment,55.17808219178082,-1000.6657534246576,1,0,1,1,2.0,False,False,True,False
176,0,Pensioner,Secondary / secondary special,Married,House / apartment,55.17808219178082,-1000.6657534246576,1,0,1,1,2.0,False,False,True,False
177,0,Pensioner,Secondary / secondary special,Married,House / apartment,55.17808219178082,-1000.6657534246576,1,0,1,1,2.0,False,False,True,False
178,0,Pensioner,Secondary / secondary special,Married,House / apartment,55.17808219178082,-1000.6657534246576,1,0,1,1,2.0,False,False,True,False
179,0,Pensioner,Secondary / secondary special,Married,House / apartment,55.17808219178082,-1000.6657534246576,1,0,1,1,2.0,False,False,True,False
180,0,Pensioner,Secondary / secondary special,Married,House / apartment,55.17808219178082,-1000.6657534246576,1,0,1,1,2.0,False,False,True,False
181,0,Working,Higher education,Married,House / apartment,57.50958904109589,12.95068493150685,1,0,1,0,2.0,False,True,True,False
182,0,Working,Higher education,Married,House / apartment,57.50958904109589,12.95068493150685,1,0,1,0,2.0,False,True,True,False
183,0,Working,Higher education,Married,House / apartment,57.50958904109589,12.95068493150685,1,0,1,0,2.0,False,True,True,False
184,0,Working,Higher education,Married,House / apartment,57.50958904109589,12.95068493150685,1,0,1,0,2.0,False,True,True,False
185,0,Working,Higher education,Separated,House / apartment,44.391780821917806,19.45205479452055,1,0,0,0,1.0,False,False,False,False
186,0,Working,Secondary / secondary special,Married,House / apartment,51.16164383561644,14.531506849315068,1,1,1,0,2.0,False,True,False,False
187,0,Working,Secondary / secondary special,Married,House / apartment,29.45205479452055,6.693150684931507,1,0,0,0,2.0,False,True,True,False
188,0,Working,Secondary / secondary special,Married,House / apartment,29.45205479452055,6.693150684931507,1,0,0,0,2.0,False,True,True,False
189,0,Working,Secondary / secondary special,Married,House / apartment,29.45205479452055,6.693150684931507,1,0,0,0,2.0,False,True,True,False
190,0,Working,Secondary / secondary special,Married,House / apartment,29.45205479452055,6.693150684931507,1,0,0,0,2.0,False,True,True,False
191,0,Commercial associate,Lower secondary,Married,House / apartment,57.95890410958904,0.3561643835616438,1,0,1,0,2.0,False,True,False,False
192,0,Commercial associate,Secondary / secondary special,Married,House / apartment,53.95068493150685,14.446575342465753,1,1,1,0,2.0,False,False,False,False
193,0,Commercial associate,Higher education,Civil marriage,House / apartment,40.73150684931507,1.6054794520547946,1,1,0,0,2.0,False,True,True,False
194,0,Commercial associate,Higher education,Civil marriage,House / apartment,40.73150684931507,1.6054794520547946,1,1,0,0,2.0,False,True,True,False
195,0,Commercial associate,Higher education,Civil marriage,House / apartment,40.73150684931507,1.6054794520547946,1,1,0,0,2.0,False,True,True,False
196,0,Pensioner,Secondary / secondary special,Married,House / apartment,63.52602739726027,-1000.6657534246576,1,0,1,1,2.0,False,True,True,False
197,0,Pensioner,Secondary / secondary special,Married,House / apartment,63.52602739726027,-1000.6657534246576,1,0,1,1,2.0,False,True,True,False
198,2,Working,Higher education,Married,House / apartment,30.90684931506849,4.778082191780822,1,1,0,1,4.0,False,False,False,False
199,1,Working,Secondary / secondary special,Married,House / apartment,25.83561643835617,3.2739726027397262,1,1,0,0,3.0,False,True,True,False
200,1,Working,Secondary / secondary special,Married,House / apartment,25.83561643835617,3.2739726027397262,1,1,0,0,3.0,False,True,True,False
201,0,State servant,Higher education,Married,House / apartment,40.32328767123288,15.282191780821918,1,0,1,0,2.0,False,False,False,False
202,0,State servant,Higher education,Married,House / apartment,40.32328767123288,15.282191780821918,1,0,1,0,2.0,False,False,False,False
203,0,State servant,Higher education,Single / not married,House / apartment,30.252054794520543,8.695890410958905,1,0,0,0,1.0,False,True,False,False
204,0,State servant,Higher education,Single / not married,House / apartment,30.252054794520543,8.695890410958905,1,0,0,0,1.0,False,True,False,False
205,0,State servant,Higher education,Single / not married,House / apartment,30.252054794520543,8.695890410958905,1,0,0,0,1.0,False,True,False,False
206,1,Working,Higher education,Civil marriage,House / apartment,34.26301369863014,1.356164383561644,1,1,0,0,3.0,False,False,False,False
207,1,Working,Higher education,Civil marriage,House / apartment,34.26301369863014,1.356164383561644,1,1,0,0,3.0,False,False,False,False
208,1,Working,Higher education,Civil marriage,House / apartment,34.26301369863014,1.356164383561644,1,1,0,0,3.0,False,False,False,False
209,1,Working,Higher education,Civil marriage,House / apartment,34.26301369863014,1.356164383561644,1,1,0,0,3.0,False,False,False,False
210,1,Working,Higher education,Civil marriage,House / apartment,34.26301369863014,1.356164383561644,1,1,0,0,3.0,False,False,False,False
211,1,Working,Higher education,Civil marriage,House / apartment,34.26301369863014,1.356164383561644,1,1,0,0,3.0,False,False,False,False
212,0,Commercial associate,Secondary / secondary special,Married,House / apartment,56.44931506849315,0.6904109589041096,1,1,1,0,2.0,False,True,False,False
213,0,Working,Incomplete higher,Married,House / apartment,38.14520547945205,6.273972602739726,1,1,1,0,2.0,False,True,False,False
214,0,Working,Incomplete higher,Married,House / apartment,38.14520547945205,6.273972602739726,1,1,1,0,2.0,False,True,False,False
215,0,Working,Secondary / secondary special,Single / not married,House / apartment,52.88767123287671,1.2712328767123289,1,1,1,0,1.0,False,False,False,False
216,0,Working,Secondary / secondary special,Single / not married,Co-op apartment,22.416438356164385,3.608219178082192,1,1,0,0,1.0,False,True,False,False
